2021-08-26 20:34:07,677 INFO    MainThread:76 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-26 20:34:09,554 INFO    MainThread:76 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-26 20:34:09,555 INFO    MainThread:76 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-26 20:34:33,043 INFO    MainThread:76 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-26 20:34:34,874 INFO    MainThread:76 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-26 20:34:34,875 INFO    MainThread:76 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-26 20:34:43,890 INFO    MainThread:76 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-26 20:34:46,733 INFO    MainThread:76 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-26 20:34:46,734 INFO    MainThread:76 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-26 20:36:42,844 INFO    MainThread:76 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-26 20:36:49,613 INFO    MainThread:76 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-26 20:36:49,613 INFO    MainThread:76 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-26 20:36:54,140 INFO    MainThread:76 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-26 20:36:54,170 INFO    MainThread:76 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-26 20:36:54,174 INFO    MainThread:76 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-26 20:37:17,141 INFO    MainThread:76 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-26 20:37:17,389 INFO    MainThread:76 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-26 20:37:17,390 INFO    MainThread:76 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-26 20:38:34,298 INFO    MainThread:76 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-26 20:38:34,437 INFO    MainThread:76 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-26 20:38:34,437 INFO    MainThread:76 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-26 20:40:06,922 INFO    MainThread:76 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-26 20:40:08,971 INFO    MainThread:76 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-26 20:40:08,972 INFO    MainThread:76 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-26 20:42:54,870 INFO    MainThread:76 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-26 21:50:17,286 INFO    MainThread:76 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-26 21:50:17,294 INFO    MainThread:76 [jupyter.py:save_ipynb():284] not saving jupyter notebook
